interaction,topology,amplitude,squared_amplitude
AntiPart tt_beta_1639(X)  tt_gam_6450(X)^(*)  to  A_\sigma_7849(X)  A_\lambda_5772(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell tt ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell tt ( INDEX_[ID] ) ,","-4/9*i*e^2*(p_1_%\sigma_7750*gamma_{%\sigma_7752,%gam_6295,%gam_6296}*A_{i_2085,+%\sigma_7752}(p_3)^(*)*A_{j_2085,+%\sigma_7750}(p_4)^(*)*tt_{l_2083,%gam_6296}(p_2)_u*tt_{k_2083,%gam_6295}(p_1)_v^(*) + -1/2*p_4_%\nu_5532*gamma_{+%\nu_5532,%gam_6351,%gam_6352}*gamma_{%\sigma_7750,%gam_6300,%gam_6351}*gamma_{%\sigma_7752,%gam_6352,%gam_6301}*A_{i_2085,+%\sigma_7752}(p_3)^(*)*A_{j_2085,+%\sigma_7750}(p_4)^(*)*tt_{l_2083,%gam_6301}(p_2)_u*tt_{k_2083,%gam_6300}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_tt ^ 2 * ( m_tt ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_tt ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
A_\lambda_4031(X)  AntiPart A_\lambda_4181(X)  to  AntiPart t_beta_1595(X)^(*)  t_gam_7423(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , t ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) ,","-1/2*i*e^2*(p_2_%\lambda_4227*gamma_{+%\lambda_4227,%gam_7312,%gam_7313}*gamma_{%\tau_4322,%gam_7273,%gam_7312}*gamma_{%\tau_4324,%gam_7313,%del_3984}*A_{k_1159,+%\tau_4324}(p_1)*A_{l_1159,+%\tau_4322}(p_2)*t_{i_1161,%del_3984}(p_3)_v*t_{j_1161,%gam_7273}(p_4)_u^(*) + (-2)*p_4_%\tau_4322*gamma_{%\tau_4324,%gam_7279,%del_3989}*A_{k_1159,+%\tau_4324}(p_1)*A_{l_1159,+%\tau_4322}(p_2)*t_{i_1161,%del_3989}(p_3)_v*t_{j_1161,%gam_7279}(p_4)_u^(*))/(s_13 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 2 ) * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
s_beta_1554(X)^(*)  AntiPart s_gam_2707(X)  to  AntiPart A_\tau_5865(X)  AntiPart A_\tau_5979(X),"Vertex INDEX_[ID]:AntiPart s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell s ( INDEX_[ID] ) , Vertex INDEX_[ID]:s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell s ( INDEX_[ID] ) ,","-1/9*i*e^2*(p_2_%\rho_7058*gamma_{%\tau_5908,%gam_3958,%beta_2243}*A_{i_2055,+%\tau_5908}(p_3)^(*)*A_{j_2055,+%\rho_7058}(p_4)^(*)*s_{k_2053,%beta_2243}(p_1)_u*s_{l_2053,%gam_3958}(p_2)_v^(*) + -1/2*p_4_%\sigma_5875*gamma_{%\rho_7058,%gam_3961,%gam_3992}*gamma_{+%\sigma_5875,%gam_3992,%gam_3993}*gamma_{%\tau_5908,%gam_3993,%beta_2245}*A_{i_2055,+%\tau_5908}(p_3)^(*)*A_{j_2055,+%\rho_7058}(p_4)^(*)*s_{k_2053,%beta_2245}(p_1)_u*s_{l_2053,%gam_3961}(p_2)_v^(*))/(s_13 + -1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_s ^ 2 * ( m_s ^ 2 + 1 / 2 * s_12 ) / ( s_13 + - 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_s ^ 2 * ( s_14 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart A_\sigma_6143(X)  AntiPart A_\sigma_6297(X)  to  t_del_4841(X)  AntiPart t_eps_2330(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , t ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) ,","1/2*i*e^2*(p_2_%\mu_3397*gamma_{+%\mu_3397,%gam_8916,%gam_8917}*gamma_{%\tau_5464,%gam_8885,%gam_8916}*gamma_{%\tau_5466,%gam_8917,%eps_2309}*A_{k_1257,+%\tau_5464}(p_1)*A_{l_1257,+%\tau_5466}(p_2)*t_{j_1259,%eps_2309}(p_4)_v*t_{i_1259,%gam_8885}(p_3)_u^(*) + (-2)*p_4_%\tau_5466*gamma_{%\tau_5464,%gam_8893,%eps_2312}*A_{k_1257,+%\tau_5464}(p_1)*A_{l_1257,+%\tau_5466}(p_2)*t_{j_1259,%eps_2312}(p_4)_v*t_{i_1259,%gam_8893}(p_3)_u^(*))/(s_13 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 2 ) * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
d_eta_8268(X)^(*)  AntiPart A_\tau_28452(X)  to  d_alpha_7587(X)  A_\mu_27445(X),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell d ( INDEX_[ID] ) , Vertex INDEX_[ID]:d ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell d ( INDEX_[ID] ) ,","-1/9*i*e^2*(p_3_%\nu_30333*gamma_{%\sigma_28244,%gam_15610,%eta_8755}*A_{l_10643,+%\sigma_28244}(p_2)*A_{j_10645,+%\nu_30333}(p_4)^(*)*d_{i_10645,%gam_15610}(p_3)_u^(*)*d_{k_10643,%eta_8755}(p_1)_u + 1/2*p_4_%\sigma_28246*gamma_{%\nu_30333,%gam_15613,%gam_15640}*gamma_{%\sigma_28244,%gam_15641,%eta_8757}*gamma_{+%\sigma_28246,%gam_15640,%gam_15641}*A_{l_10643,+%\sigma_28244}(p_2)*A_{j_10645,+%\nu_30333}(p_4)^(*)*d_{i_10645,%gam_15613}(p_3)_u^(*)*d_{k_10643,%eta_8757}(p_1)_u)/(s_12 + 1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_12 + 1 / 2 * reg_prop ) ^ ( - 2 ) + - 4 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_d ^ 2 * ( m_d ^ 2 + - 1 / 2 * s_13 ) / ( s_12 + 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_d ^ 2 * ( s_14 + ( - 2 ) * s_34 ) / ( s_12 + 1 / 2 * reg_prop ) ) / ( s_12 + 1 / 2 * reg_prop )
e_alpha_6833(X)^(*)  AntiPart b_eps_6909(X)  to  e_eta_7162(X)  AntiPart b_alpha_6841(X)^(*),"Vertex INDEX_[ID]:AntiPart b ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\tau_26560,%gam_9027,%del_7968}*gamma_{%\tau_26560,%gam_9028,%del_7969}*b_{j_10334,%del_7969}(p_4)_v*b_{l_10332,%gam_9028}(p_2)_v^(*)*e_{k_10332,%del_7968}(p_1)_u*e_{i_10334,%gam_9027}(p_3)_u^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_e ^ 2 + ( - 8 ) * m_b ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_alpha_6833(X)^(*)  b_beta_6759(X)^(*)  to  e_gam_8957(X)  b_del_7926(X),"Vertex INDEX_[ID]:b ( INDEX_[ID] ) , b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\tau_26510,%gam_8952,%gam_8953}*gamma_{%\tau_26510,%gam_8954,%del_7923}*b_{l_10319,%del_7923}(p_2)_u*b_{j_10321,%gam_8954}(p_4)_u^(*)*e_{k_10319,%gam_8953}(p_1)_u*e_{i_10321,%gam_8952}(p_3)_u^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_e ^ 2 + ( - 8 ) * m_b ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart A_\sigma_15445(X)  A_\lambda_10739(X)  to  AntiPart c_alpha_8427(X)^(*)  c_beta_4187(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , c ( INDEX_[ID] ) , AntiPart OffShell c ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart c ( INDEX_[ID] ) , OffShell c ( INDEX_[ID] ) ,","-2/9*i*e^2*(p_2_%\tau_11860*gamma_{%\lambda_10875,%eta_16918,%eta_16953}*gamma_{%\sigma_15532,%eta_16954,%alpha_8395}*gamma_{+%\tau_11860,%eta_16953,%eta_16954}*A_{l_3303,+%\lambda_10875}(p_2)*A_{k_3303,+%\sigma_15532}(p_1)*c_{i_3305,%alpha_8395}(p_3)_v*c_{j_3305,%eta_16918}(p_4)_u^(*) + (-2)*p_4_%\lambda_10875*gamma_{%\sigma_15532,%eta_16926,%alpha_8398}*A_{l_3303,+%\lambda_10875}(p_2)*A_{k_3303,+%\sigma_15532}(p_1)*c_{i_3305,%alpha_8398}(p_3)_v*c_{j_3305,%eta_16926}(p_4)_u^(*))/(s_13 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_c ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_c ^ 2 * ( m_c ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart A_\sigma_8887(X)  AntiPart A_\sigma_9210(X)  to  d_eta_10248(X)  AntiPart d_alpha_5103(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , d ( INDEX_[ID] ) , AntiPart OffShell d ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell d ( INDEX_[ID] ) ,","-1/18*i*e^2*(p_2_%\mu_6648*gamma_{+%\mu_6648,%gam_14110,%gam_14111}*gamma_{%\rho_6848,%gam_14075,%gam_14110}*gamma_{%\sigma_9175,%gam_14111,%del_8034}*A_{k_2185,+%\sigma_9175}(p_1)*A_{l_2185,+%\rho_6848}(p_2)*d_{j_2187,%del_8034}(p_4)_v*d_{i_2187,%gam_14075}(p_3)_u^(*) + (-2)*p_3_%\rho_6848*gamma_{%\sigma_9175,%gam_14081,%del_8039}*A_{k_2185,+%\sigma_9175}(p_1)*A_{l_2185,+%\rho_6848}(p_2)*d_{j_2187,%del_8039}(p_4)_v*d_{i_2187,%gam_14081}(p_3)_u^(*))/(s_23 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_d ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_d ^ 2 * ( m_d ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
c_gam_480(X)^(*)  AntiPart c_del_366(X)  to  s_eps_270(X)  AntiPart s_eta_591(X)^(*),"Vertex INDEX_[ID]:s ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:c ( INDEX_[ID] ) , AntiPart c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{%\rho_832,%eta_587,%beta_233}*gamma_{+%\rho_832,%eta_588,%eps_267}*c_{k_302,%eps_267}(p_1)_u*c_{l_302,%eta_588}(p_2)_v^(*)*s_{j_304,%beta_233}(p_4)_v*s_{i_304,%eta_587}(p_3)_u^(*)/(m_c^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_s ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_c ^ 2 * s_34 ) * ( m_c ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
u_del_1813(X)^(*)  AntiPart u_eps_1352(X)  to  c_eta_3052(X)  AntiPart c_alpha_2141(X)^(*),"Vertex INDEX_[ID]:c ( INDEX_[ID] ) , AntiPart c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-2/9*i*e^2*gamma_{%\mu_5387,%eta_3047,%eta_3048}*gamma_{+%\mu_5387,%eta_3049,%gam_2394}*c_{i_1767,%eta_3049}(p_3)_u^(*)*c_{j_1767,%gam_2394}(p_4)_v*u_{l_1765,%eta_3047}(p_2)_v^(*)*u_{k_1765,%eta_3048}(p_1)_u/(m_u^2 + s_12 + 1/2*reg_prop)",4 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_u ^ 2 + 8 * m_c ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_u ^ 2 * s_34 ) * ( m_u ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart d_beta_1643(X)  d_gam_6204(X)^(*)  to  A_\sigma_5999(X)  AntiPart A_\sigma_6113(X),"Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell d ( INDEX_[ID] ) , Vertex INDEX_[ID]:d ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell d ( INDEX_[ID] ) ,","1/9*i*e^2*(p_2_%\rho_5794*gamma_{%\sigma_6078,%gam_6820,%gam_6821}*A_{i_2115,+%\sigma_6078}(p_3)^(*)*A_{j_2115,+%\rho_5794}(p_4)^(*)*d_{k_2113,%gam_6820}(p_1)_v^(*)*d_{l_2113,%gam_6821}(p_2)_u + -1/2*p_4_%\mu_5621*gamma_{+%\mu_5621,%gam_6873,%gam_6874}*gamma_{%\rho_5794,%gam_6874,%gam_6826}*gamma_{%\sigma_6078,%gam_6825,%gam_6873}*A_{i_2115,+%\sigma_6078}(p_3)^(*)*A_{j_2115,+%\rho_5794}(p_4)^(*)*d_{k_2113,%gam_6825}(p_1)_v^(*)*d_{l_2113,%gam_6826}(p_2)_u)/(s_13 + -1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_d ^ 2 * ( m_d ^ 2 + 1 / 2 * s_12 ) / ( s_13 + - 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_d ^ 2 * ( s_14 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
u_alpha_991(X)^(*)  u_beta_662(X)^(*)  to  u_gam_1179(X)  u_del_863(X),"Vertex INDEX_[ID]:u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","2/9*i*e^2*gamma_{+%\mu_2615,%eta_1198,%del_842}*gamma_{%\mu_2615,%eta_1199,%gam_1158}*u_{l_931,%del_842}(p_2)_u*u_{j_933,%eta_1199}(p_4)_u^(*)*u_{i_933,%eta_1198}(p_3)_u^(*)*u_{k_931,%gam_1158}(p_1)_u/(m_u^2 + -s_23 + 1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * ( m_u ^ 4 + - 1 / 2 * m_u ^ 2 * s_14 + - 1 / 2 * m_u ^ 2 * s_23 + 1 / 2 * s_13 * s_24 + 1 / 2 * s_12 * s_34 ) * ( m_u ^ 2 + - s_23 + 1 / 2 * reg_prop ) ^ ( - 2 )
mu_del_1238(X)^(*)  AntiPart mu_eps_991(X)  to  d_eta_2284(X)  AntiPart d_alpha_1702(X)^(*),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , AntiPart mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\nu_3323,%eta_2280,%eta_2281}*gamma_{%\nu_3323,%gam_1579,%gam_1580}*d_{j_1227,%gam_1580}(p_4)_v*d_{i_1227,%gam_1579}(p_3)_u^(*)*mu_{k_1225,%eta_2281}(p_1)_u*mu_{l_1225,%eta_2280}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_mu ^ 2 + 8 * m_d ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_alpha_1397(X)^(*)  AntiPart t_eps_1545(X)  to  e_eta_1522(X)  AntiPart t_alpha_1405(X)^(*),"Vertex INDEX_[ID]:AntiPart t ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\tau_4886,%gam_2373,%del_1827}*gamma_{%\tau_4886,%gam_2374,%del_1828}*e_{i_1850,%gam_2373}(p_3)_u^(*)*e_{k_1848,%del_1827}(p_1)_u*t_{j_1850,%del_1828}(p_4)_v*t_{l_1848,%gam_2374}(p_2)_v^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 4 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_t ^ 2 + ( - 8 ) * m_t ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
A_\rho_102(X)  AntiPart A_\rho_244(X)  to  AntiPart e_eta_420(X)^(*)  e_alpha_359(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , e ( INDEX_[ID] ) , AntiPart OffShell e ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell e ( INDEX_[ID] ) ,","-1/2*i*e^2*(p_2_%\rho_283*gamma_{+%\rho_283,%gam_1673,%gam_1674}*gamma_{%\sigma_1236,%gam_1674,%eta_333}*gamma_{%\sigma_1238,%gam_1648,%gam_1673}*A_{k_99,+%\sigma_1236}(p_1)*A_{l_99,+%\sigma_1238}(p_2)*e_{i_101,%eta_333}(p_3)_v*e_{j_101,%gam_1648}(p_4)_u^(*) + (-2)*p_4_%\sigma_1238*gamma_{%\sigma_1236,%gam_1656,%eta_336}*A_{k_99,+%\sigma_1236}(p_1)*A_{l_99,+%\sigma_1238}(p_2)*e_{i_101,%eta_336}(p_3)_v*e_{j_101,%gam_1656}(p_4)_u^(*))/(s_13 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 2 ) * i * e ^ 2 * ( i * e ^ 2 * m_e ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_e ^ 2 * ( m_e ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
tt_alpha_1072(X)^(*)  AntiPart tt_beta_981(X)  to  s_gam_2152(X)  AntiPart s_del_1465(X)^(*),"Vertex INDEX_[ID]:s ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\sigma_4105,%eta_1275,%eta_1276}*gamma_{%\sigma_4105,%gam_2148,%gam_2149}*s_{j_1399,%eta_1276}(p_4)_v*s_{i_1399,%eta_1275}(p_3)_u^(*)*tt_{l_1397,%gam_2148}(p_2)_v^(*)*tt_{k_1397,%gam_2149}(p_1)_u/(m_tt^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_s ^ 2 * m_tt ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_tt ^ 2 * s_34 ) * ( m_tt ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_alpha_5921(X)^(*)  AntiPart c_eps_6015(X)  to  e_eta_6208(X)  AntiPart c_alpha_5935(X)^(*),"Vertex INDEX_[ID]:AntiPart c ( INDEX_[ID] ) , AntiPart c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_23755,%eta_6206,%del_6954}*gamma_{%\sigma_23755,%gam_7933,%del_6955}*c_{l_8918,%eta_6206}(p_2)_v^(*)*c_{j_8920,%del_6954}(p_4)_v*e_{i_8920,%gam_7933}(p_3)_u^(*)*e_{k_8918,%del_6955}(p_1)_u/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_e ^ 2 + ( - 8 ) * m_c ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
A_\rho_10051(X)  AntiPart A_\rho_10190(X)  to  AntiPart tt_eta_14546(X)^(*)  tt_alpha_7031(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , tt ( INDEX_[ID] ) , AntiPart OffShell tt ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell tt ( INDEX_[ID] ) ,","-2/9*i*e^2*(p_2_%\nu_9936*gamma_{+%\nu_9936,%gam_17914,%gam_17915}*gamma_{%\sigma_13048,%gam_17879,%gam_17914}*gamma_{%\sigma_13050,%gam_17915,%eta_14513}*A_{k_2887,+%\sigma_13050}(p_1)*A_{l_2887,+%\sigma_13048}(p_2)*tt_{i_2889,%eta_14513}(p_3)_v*tt_{j_2889,%gam_17879}(p_4)_u^(*) + (-2)*p_4_%\sigma_13048*gamma_{%\sigma_13050,%gam_17885,%eta_14516}*A_{k_2887,+%\sigma_13050}(p_1)*A_{l_2887,+%\sigma_13048}(p_2)*tt_{i_2889,%eta_14516}(p_3)_v*tt_{j_2889,%gam_17885}(p_4)_u^(*))/(s_13 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_tt ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_tt ^ 2 * ( m_tt ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart mu_eps_1314(X)  mu_eta_2977(X)^(*)  to  AntiPart tt_gam_2114(X)^(*)  tt_del_1684(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_4595,%eta_3009,%eta_3010}*gamma_{%\sigma_4595,%gam_2112,%del_1682}*mu_{k_1642,%eta_3009}(p_1)_v^(*)*mu_{l_1642,%eta_3010}(p_2)_u*tt_{j_1644,%gam_2112}(p_4)_u^(*)*tt_{i_1644,%del_1682}(p_3)_v/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_mu ^ 2 * m_tt ^ 2 + 8 * m_tt ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
