interaction,topology,amplitude,squared_amplitude
"s_{G_223,eps_202}(X)^(*)  AntiPart s_{H_225,eta_515}(X)  to  c_{A_129,alpha_183}(X)  AntiPart c_{B_136,beta_202}(X)^(*)","Vertex V_0:c(X_3), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell G(V_1),","-1/4*i*g^2*gamma_{+%\tau_753,%gam_705,%del_219}*gamma_{%\tau_753,%gam_706,%del_220}*(c_{k_154,%G_224,%del_219}(p_4)_v*c_{j_154,%H_226,%gam_705}(p_3)_u^(*)*s_{i_154,%G_224,%gam_706}(p_2)_v^(*)*s_{l_152,%H_226,%del_220}(p_1)_u + -1/3*c_{k_154,%E_192,%del_219}(p_4)_v*c_{j_154,%E_192,%gam_705}(p_3)_u^(*)*s_{i_154,%H_227,%gam_706}(p_2)_v^(*)*s_{l_152,%H_227,%del_220}(p_1)_u)/(m_s^2 + s_12 + 1/2*reg_prop)",-1/144*g^4*((-16)*m_c^2*m_s^2 + (-8)*m_c^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_s^2*s_34)*(m_s^2 + s_12 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_c^2*m_s^2 + (-8)*m_c^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_s^2*s_34)/(m_s^2 + s_12 + 1/2*reg_prop) + 32/9*i*g^2*(m_c^2*m_s^2 + 1/2*m_c^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_s^2*s_34)/(m_s^2 + s_12 + 1/2*reg_prop))/(m_s^2 + s_12 + 1/2*reg_prop)
A_\tau_962(X)  AntiPart A_\mu_823(X)  to  t_alpha_383(X)  AntiPart t_beta_177(X)^(*),"Vertex V_0:A(X_2), t(X_3), AntiPart  OffShell t(V_0), Vertex V_1:A(X_1), AntiPart t(X_4),  OffShell t(V_1),","-1/2*i*e^2*(p_2_%\rho_557*gamma_{+%\rho_557,%gam_882,%gam_883}*gamma_{%\tau_876,%gam_847,%gam_882}*gamma_{%\tau_878,%gam_883,%del_638}*A_{l_195,+%\tau_876}(p_2)*A_{k_195,+%\tau_878}(p_1)*t_{i_197,%gam_847}(p_3)_u^(*)*t_{j_197,%del_638}(p_4)_v + (-2)*p_3_%\tau_876*gamma_{%\tau_878,%gam_853,%del_641}*A_{l_195,+%\tau_876}(p_2)*A_{k_195,+%\tau_878}(p_1)*t_{i_197,%gam_853}(p_3)_u^(*)*t_{j_197,%del_641}(p_4)_v)/(s_23 + -1/2*reg_prop)",2*e^4*s_23*s_24*(s_23 + -1/2*reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*m_t^2*(16*s_23 + 8*s_24)/(s_23 + -1/2*reg_prop) + (-16)*i*e^2*m_t^2*(m_t^2 + 1/2*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
t_eps_3705(X)^(*)  AntiPart tt_gam_4744(X)  to  t_del_4122(X)  AntiPart tt_eps_3718(X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell A(V_0),","1/3*i*e^2*gamma_{%\tau_14123,%gam_4741,%eps_3715}*gamma_{+%\tau_14123,%gam_4742,%del_4120}*t_{k_5204,%eps_3715}(p_1)_u*t_{i_5206,%gam_4741}(p_3)_u^(*)*tt_{l_5204,%gam_4742}(p_2)_v^(*)*tt_{j_5206,%del_4120}(p_4)_v/(m_t^2 + -s_13 + 1/2*reg_prop)",1/9*e^4*(16*m_t^2*m_tt^2 + (-8)*m_tt^2*s_13 + 8*s_14*s_23 + (-8)*m_t^2*s_24 + 8*s_12*s_34)*(m_t^2 + -s_13 + 1/2*reg_prop)^(-2)
"G_{d_86,\tau_2141}(X)  AntiPart G_{e_86,\mu_2783}(X)  to  s_{G_264,alpha_430}(X)  AntiPart s_{H_301,beta_266}(X)^(*)","Vertex V_0:G(X_2), s(X_3), AntiPart  OffShell s(V_0), Vertex V_1:G(X_1), AntiPart s(X_4),  OffShell s(V_1),","-1/2*i*g^2*(p_2_%\rho_2661*gamma_{+%\rho_2661,%gam_5869,%gam_5870}*gamma_{%\tau_2055,%gam_5828,%gam_5869}*gamma_{%\tau_2057,%gam_5870,%del_5684}*T_C_10_{%c_588,%G_209,%D_9577}*T_C_10_{%c_589,%D_9577,%H_240}*G_{i_315,%c_588,+%\tau_2055}(p_2)*G_{l_309,%c_589,+%\tau_2057}(p_1)*s_{k_311,%H_240,%del_5684}(p_4)_v*s_{j_307,%G_209,%gam_5828}(p_3)_u^(*) + (-2)*p_3_%\tau_2055*gamma_{%\tau_2057,%gam_5834,%del_5687}*T_C_10_{%c_590,%G_210,%D_9578}*T_C_10_{%c_591,%D_9578,%H_241}*G_{i_315,%c_590,+%\tau_2055}(p_2)*G_{l_309,%c_591,+%\tau_2057}(p_1)*s_{k_311,%H_241,%del_5687}(p_4)_v*s_{j_307,%G_210,%gam_5834}(p_3)_u^(*))/(s_23 + -1/2*reg_prop)",1/6*g^4*s_23*s_24*(s_23 + -1/2*reg_prop)^(-2) + -1/48*i*g^2*(i*g^2*m_s^2*(16*s_23 + 8*s_24)/(s_23 + -1/2*reg_prop) + (-16)*i*g^2*m_s^2*(m_s^2 + 1/2*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
tt_alpha_2877(X)^(*)  A_\rho_11585(X)  to  tt_beta_2755(X)  AntiPart A_\rho_11642(X),"Vertex V_0:tt(X_3), A(X_4), AntiPart  OffShell tt(V_0), Vertex V_1:tt(X_1), A(X_2),  OffShell tt(V_1),","-4/9*i*e^2*(p_3_%\sigma_12644*gamma_{%\sigma_12646,%gam_4681,%del_3720}*A_{j_4481,+%\sigma_12644}(p_4)^(*)*A_{l_4479,+%\sigma_12646}(p_2)*tt_{k_4479,%del_3720}(p_1)_u*tt_{i_4481,%gam_4681}(p_3)_u^(*) + 1/2*p_4_%\tau_11862*gamma_{%\sigma_12644,%gam_4684,%gam_4711}*gamma_{%\sigma_12646,%gam_4712,%del_3722}*gamma_{+%\tau_11862,%gam_4711,%gam_4712}*A_{j_4481,+%\sigma_12644}(p_4)^(*)*A_{l_4479,+%\sigma_12646}(p_2)*tt_{k_4479,%del_3722}(p_1)_u*tt_{i_4481,%gam_4684}(p_3)_u^(*))/(s_12 + 1/2*reg_prop)",32/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_tt^2*(m_tt^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_tt^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
"AntiPart c_{E_10146,eps_12201}(X)  AntiPart G_{e_1733,\nu_19734}(X)  to  AntiPart c_{F_15855,del_3243}(X)^(*)  AntiPart G_{f_671,\rho_7787}(X)","Vertex V_1:AntiPart c(X_1), G(X_4), AntiPart  OffShell c(V_1), Vertex V_0:G(X_2), AntiPart c(X_3),  OffShell c(V_0),","-i*g^2*(p_1_%\tau_8175*gamma_{%\nu_19634,%gam_18884,%eps_12963}*T_C_10_{%e_1584,%D_17897,%F_15759}*T_C_10_{%e_1585,%E_14756,%D_17897}*G_{i_2108,%e_1584,+%\nu_19634}(p_2)*G_{k_2112,%e_1585,+%\tau_8175}(p_4)^(*)*c_{j_2092,%F_15759,%eps_12963}(p_3)_v*c_{l_2086,%E_14756,%gam_18884}(p_1)_v^(*) + -1/2*p_4_%\tau_8177*gamma_{%\nu_19634,%gam_18911,%eps_12965}*gamma_{%\tau_8175,%gam_18887,%gam_18910}*gamma_{+%\tau_8177,%gam_18910,%gam_18911}*T_C_10_{%e_1586,%D_17898,%F_15760}*T_C_10_{%e_1587,%E_14757,%D_17898}*G_{i_2108,%e_1586,+%\nu_19634}(p_2)*G_{k_2112,%e_1587,+%\tau_8175}(p_4)^(*)*c_{j_2092,%F_15760,%eps_12965}(p_3)_v*c_{l_2086,%E_14757,%gam_18887}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*g^2*m_c^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
e_alpha_7729(X)^(*)  A_\rho_30039(X)  to  e_beta_7635(X)  A_\sigma_31189(X),"Vertex V_1:A(X_2), e(X_3), AntiPart  OffShell e(V_1), Vertex V_0:e(X_1), A(X_4),  OffShell e(V_0),","i*e^2*(p_1_%\sigma_31091*gamma_{%\sigma_31093,%gam_10134,%del_8978}*A_{j_11735,+%\sigma_31091}(p_4)^(*)*A_{l_11733,+%\sigma_31093}(p_2)*e_{k_11733,%del_8978}(p_1)_u*e_{i_11735,%gam_10134}(p_3)_u^(*) + -1/2*p_4_%\tau_30237*gamma_{%\sigma_31091,%gam_10161,%del_8980}*gamma_{%\sigma_31093,%gam_10137,%gam_10160}*gamma_{+%\tau_30237,%gam_10160,%gam_10161}*A_{j_11735,+%\sigma_31091}(p_4)^(*)*A_{l_11733,+%\sigma_31093}(p_2)*e_{k_11733,%del_8980}(p_1)_u*e_{i_11735,%gam_10137}(p_3)_u^(*))/(s_23 + -1/2*reg_prop)",2*e^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + (-4)*i*e^2*(i*e^2*m_e^2*(m_e^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_e^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
t_eps_211(X)^(*)  AntiPart t_eta_352(X)  to  d_alpha_271(X)  AntiPart d_beta_206(X)^(*),"Vertex V_1:d(X_3), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell A(V_0),","-1/6*i*e^2*gamma_{%\tau_799,%gam_437,%del_323}*gamma_{+%\tau_799,%gam_438,%del_324}*d_{i_234,%gam_438}(p_3)_u^(*)*d_{j_234,%del_324}(p_4)_v*t_{k_232,%del_323}(p_1)_u*t_{l_232,%gam_437}(p_2)_v^(*)/(m_t^2 + s_12 + 1/2*reg_prop)",1/36*e^4*(16*m_d^2*m_t^2 + 8*m_d^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2)
"t_{C_3612,eps_3896}(X)^(*)  AntiPart b_{C_3633,gam_2067}(X)  to  t_{D_5344,del_1647}(X)  AntiPart b_{E_929,eps_3919}(X)^(*)","Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:t(X_1), t(X_3),  OffShell G(V_0),","-1/4*i*g^2*gamma_{+%\rho_4451,%eta_4901,%eps_3908}*gamma_{%\rho_4451,%eta_4902,%beta_1121}*(b_{i_1459,%C_3634,%eta_4902}(p_2)_v^(*)*b_{k_1463,%B_936,%beta_1121}(p_4)_v*t_{j_1463,%B_936,%eta_4901}(p_3)_u^(*)*t_{l_1457,%C_3634,%eps_3908}(p_1)_u + -1/3*b_{i_1459,%B_937,%eta_4902}(p_2)_v^(*)*b_{k_1463,%B_937,%beta_1121}(p_4)_v*t_{j_1463,%C_3635,%eta_4901}(p_3)_u^(*)*t_{l_1457,%C_3635,%eps_3908}(p_1)_u)/(m_t^2 + -s_13 + 1/2*reg_prop)",-1/144*g^4*((-16)*m_b^2*m_t^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_t^2*s_24 + (-8)*s_12*s_34)*(m_t^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_b^2*m_t^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_t^2*s_24 + (-8)*s_12*s_34)/(m_t^2 + -s_13 + 1/2*reg_prop) + 32/9*i*g^2*(m_b^2*m_t^2 + -1/2*m_b^2*s_13 + 1/2*s_14*s_23 + -1/2*m_t^2*s_24 + 1/2*s_12*s_34)/(m_t^2 + -s_13 + 1/2*reg_prop))/(m_t^2 + -s_13 + 1/2*reg_prop)
"AntiPart d_{G_4253,alpha_2961}(X)  G_{b_797,\nu_11787}(X)  to  AntiPart d_{H_1928,beta_2549}(X)^(*)  G_{c_479,\rho_13575}(X)","Vertex V_1:AntiPart d(X_1), AntiPart d(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),","-1/2*g*(i*g*p_1_%\sigma_15033*gamma_{+%\mu_15319,%eta_16693,%beta_2417}*T_C_10_{%g_8675,%E_11918,%D_16511}*T_C_10_{%h_1707,%D_16511,%F_4070}*G_{i_3527,%h_1707,+%\sigma_15033}(p_2)*G_{k_3563,%g_8675,%\mu_15319}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16693}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2417}(p_3)_v + -i*g*p_3_%\sigma_15033*gamma_{+%\mu_15319,%eta_16694,%beta_2418}*T_C_10_{%g_8676,%E_11918,%D_16512}*T_C_10_{%h_1708,%D_16512,%F_4070}*G_{i_3527,%h_1708,+%\sigma_15033}(p_2)*G_{k_3563,%g_8676,%\mu_15319}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16694}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2418}(p_3)_v + -i*g*p_1_%\sigma_15033*gamma_{+%\mu_15319,%eta_16695,%beta_2419}*T_C_10_{%g_8677,%D_16521,%F_4070}*T_C_10_{%h_1709,%E_11918,%D_16521}*G_{i_3527,%h_1709,+%\sigma_15033}(p_2)*G_{k_3563,%g_8677,%\mu_15319}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16695}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2419}(p_3)_v + i*g*p_3_%\sigma_15033*gamma_{+%\mu_15319,%eta_16696,%beta_2420}*T_C_10_{%g_8678,%D_16522,%F_4070}*T_C_10_{%h_1710,%E_11918,%D_16522}*G_{i_3527,%h_1710,+%\sigma_15033}(p_2)*G_{k_3563,%g_8678,%\mu_15319}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16696}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2420}(p_3)_v + (-2)*i*g*p_1_%\tau_10081*gamma_{+%\mu_15319,%eta_16697,%beta_2421}*T_C_10_{%g_8679,%E_11918,%D_16513}*T_C_10_{%h_1711,%D_16513,%F_4070}*G_{i_3527,%h_1711,%\mu_15319}(p_2)*G_{k_3563,%g_8679,+%\tau_10081}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16697}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2421}(p_3)_v + 2*i*g*p_3_%\tau_10081*gamma_{+%\mu_15319,%eta_16698,%beta_2422}*T_C_10_{%g_8680,%E_11918,%D_16514}*T_C_10_{%h_1712,%D_16514,%F_4070}*G_{i_3527,%h_1712,%\mu_15319}(p_2)*G_{k_3563,%g_8680,+%\tau_10081}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16698}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2422}(p_3)_v + 2*i*g*p_1_%\tau_10081*gamma_{+%\mu_15319,%eta_16701,%beta_2425}*T_C_10_{%g_8683,%D_16523,%F_4070}*T_C_10_{%h_1715,%E_11918,%D_16523}*G_{i_3527,%h_1715,%\mu_15319}(p_2)*G_{k_3563,%g_8683,+%\tau_10081}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16701}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2425}(p_3)_v + (-2)*i*g*p_3_%\tau_10081*gamma_{+%\mu_15319,%eta_16702,%beta_2426}*T_C_10_{%g_8684,%D_16524,%F_4070}*T_C_10_{%h_1716,%E_11918,%D_16524}*G_{i_3527,%h_1716,%\mu_15319}(p_2)*G_{k_3563,%g_8684,+%\tau_10081}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16702}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2426}(p_3)_v + i*g*p_4_%\tau_10081*gamma_{+%\mu_15319,%eta_16717,%beta_2441}*T_C_10_{%g_8691,%E_11918,%D_16517}*T_C_10_{%h_1723,%D_16517,%F_4070}*G_{i_3527,%h_1723,%\mu_15319}(p_2)*G_{k_3563,%g_8691,+%\tau_10081}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16717}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2441}(p_3)_v + -i*g*p_4_%\tau_10081*gamma_{+%\mu_15319,%eta_16718,%beta_2442}*T_C_10_{%g_8692,%D_16527,%F_4070}*T_C_10_{%h_1724,%E_11918,%D_16527}*G_{i_3527,%h_1724,%\mu_15319}(p_2)*G_{k_3563,%g_8692,+%\tau_10081}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16718}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2442}(p_3)_v + (-2)*i*g*p_4_%\mu_15319*gamma_{+%\mu_15319,%eta_16719,%beta_2443}*T_C_10_{%g_8693,%E_11918,%D_16518}*T_C_10_{%h_1725,%D_16518,%F_4070}*G_{i_3527,%h_1725,%\tau_10224}(p_2)*G_{k_3563,%g_8693,+%\tau_10224}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16719}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2443}(p_3)_v + 2*i*g*p_4_%\mu_15319*gamma_{+%\mu_15319,%eta_16720,%beta_2444}*T_C_10_{%g_8694,%D_16528,%F_4070}*T_C_10_{%h_1726,%E_11918,%D_16528}*G_{i_3527,%h_1726,%\tau_10234}(p_2)*G_{k_3563,%g_8694,+%\tau_10234}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16720}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2444}(p_3)_v + i*g*p_4_%\sigma_15051*gamma_{+%\mu_15319,%eta_16721,%beta_2445}*T_C_10_{%g_8695,%E_11918,%D_16519}*T_C_10_{%h_1727,%D_16519,%F_4070}*G_{i_3527,%h_1727,+%\sigma_15051}(p_2)*G_{k_3563,%g_8695,%\mu_15319}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16721}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2445}(p_3)_v + -i*g*p_4_%\sigma_15051*gamma_{+%\mu_15319,%eta_16722,%beta_2446}*T_C_10_{%g_8695,%D_16529,%F_4070}*T_C_10_{%h_1727,%E_11918,%D_16529}*G_{i_3527,%h_1727,+%\sigma_15051}(p_2)*G_{k_3563,%g_8695,%\mu_15319}(p_4)^(*)*d_{l_3513,%E_11918,%eta_16722}(p_1)_v^(*)*d_{j_3551,%F_4070,%beta_2446}(p_3)_v)/(m_d^2 + -s_13 + 1/2*reg_prop)",-1/2304*g^4*(s_13*(128*m_d^2 + (-64)*s_13) + (-1024)*m_d^2*(m_d^2 + -1/2*s_13) + (-224)*m_d^2*(s_14 + s_34))*(m_d^2 + -s_13 + 1/2*reg_prop)^(-2) + -1/2304*i*g^2*(i*g^2*(128*m_d^2 + (-64)*s_13)*s_14/(m_d^2 + -s_13 + 1/2*reg_prop) + 1024*i*g^2*(m_d^2 + -1/2*s_13)*s_14/(m_d^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(128*m_d^2 + (-64)*s_13)*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + (-1024)*i*g^2*(m_d^2 + -1/2*s_13)*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + 576*i*g^2*s_14*s_34/(m_d^2 + -s_13 + 1/2*reg_prop))/(m_d^2 + -s_13 + 1/2*reg_prop) + -4/9*i*g^2*(i*g^2*(m_d^2 + -1/2*s_13)*s_14/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/1024*i*g^2*(128*m_d^2 + (-64)*s_13)*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + 1/2*i*g^2*s_14*s_34/(m_d^2 + -s_13 + 1/2*reg_prop))/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/2304*i*g^2*(i*g^2*((128*m_d^2 + (-64)*s_13)*s_14 + (-1024)*(m_d^2 + -1/2*s_13)*s_34 + 64*s_14*s_34)/(m_d^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(s_13*(128*m_d^2 + (-64)*s_13) + (-1024)*m_d^2*(m_d^2 + -1/2*s_13) + (-224)*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop) + 2*i*g^2*(m_d^2*(128*m_d^2 + (-64)*s_13) + (-1024)*s_13*(m_d^2 + -1/2*s_13) + (-224)*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop))/(m_d^2 + -s_13 + 1/2*reg_prop) + 7/18*i*g^2*(i*g^2*m_d^2*(m_d^2 + s_13)/(m_d^2 + -s_13 + 1/2*reg_prop) + 16/7*i*g^2*(m_d^2 + -1/2*s_13)*s_14/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/448*i*g^2*(128*m_d^2 + (-64)*s_13)*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + 9/7*i*g^2*s_14*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/112*i*g^2*(m_d^2*(128*m_d^2 + (-64)*s_13) + (-1024)*s_13*(m_d^2 + -1/2*s_13) + 128*s_14*s_34 + (-224)*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop) + 1/224*i*g^2*(s_13*(128*m_d^2 + (-64)*s_13) + (-1024)*m_d^2*(m_d^2 + -1/2*s_13) + (-1024)*s_14*s_34 + (-224)*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop) + 8/7*i*g^2*(s_14*s_34 + 7/16*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(m_d^2*(m_d^2 + s_13) + -1/448*(128*m_d^2 + (-64)*s_13)*s_14 + 16/7*(m_d^2 + -1/2*s_13)*s_34 + -1/7*s_14*s_34 + 1/2*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop))/(m_d^2 + -s_13 + 1/2*reg_prop) + -7/18*i*g^2*(i*g^2*m_d^2*(m_d^2 + s_13)/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/448*i*g^2*(128*m_d^2 + (-64)*s_13)*s_14/(m_d^2 + -s_13 + 1/2*reg_prop) + -16/7*i*g^2*(m_d^2 + -1/2*s_13)*s_14/(m_d^2 + -s_13 + 1/2*reg_prop) + 1/448*i*g^2*(128*m_d^2 + (-64)*s_13)*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + 16/7*i*g^2*(m_d^2 + -1/2*s_13)*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + -17/7*i*g^2*s_14*s_34/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/224*i*g^2*(s_13*(128*m_d^2 + (-64)*s_13) + (-1024)*m_d^2*(m_d^2 + -1/2*s_13) + (-1024)*s_14*s_34 + (-224)*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(m_d^2*(m_d^2 + s_13) + 1/2*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop) + -1/7*i*g^2*(s_14*s_34 + -7/2*m_d^2*(s_14 + s_34))/(m_d^2 + -s_13 + 1/2*reg_prop))/(m_d^2 + -s_13 + 1/2*reg_prop)
AntiPart t_gam_5831(X)  AntiPart c_gam_5862(X)  to  AntiPart t_del_5182(X)^(*)  AntiPart c_eps_4659(X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),","1/3*i*e^2*gamma_{+%\tau_17910,%eta_4919,%beta_4521}*gamma_{%\tau_17910,%gam_5859,%del_5180}*c_{l_6636,%eta_4919}(p_2)_v^(*)*c_{j_6638,%beta_4521}(p_4)_v*t_{i_6638,%del_5180}(p_3)_v*t_{k_6636,%gam_5859}(p_1)_v^(*)/(m_t^2 + -s_13 + 1/2*reg_prop)",1/9*e^4*(16*m_c^2*m_t^2 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_t^2*s_24 + 8*s_12*s_34)*(m_t^2 + -s_13 + 1/2*reg_prop)^(-2)
"t_{G_163,gam_619}(X)^(*)  AntiPart t_{H_157,del_364}(X)  to  b_{A_146,eps_225}(X)  AntiPart b_{B_178,eta_847}(X)^(*)","Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:t(X_1), AntiPart t(X_2),  OffShell G(V_0),","-1/4*i*g^2*gamma_{+%\rho_656,%eta_826,%eps_214}*gamma_{%\rho_656,%eta_827,%beta_137}*(b_{j_179,%C_257,%eta_827}(p_3)_u^(*)*b_{k_179,%D_205,%beta_137}(p_4)_v*t_{l_177,%C_257,%eps_214}(p_1)_u*t_{i_179,%D_205,%eta_826}(p_2)_v^(*) + -1/3*b_{j_179,%F_192,%eta_827}(p_3)_u^(*)*b_{k_179,%F_192,%beta_137}(p_4)_v*t_{l_177,%D_206,%eps_214}(p_1)_u*t_{i_179,%D_206,%eta_826}(p_2)_v^(*))/(m_t^2 + s_12 + 1/2*reg_prop)",-1/144*g^4*((-16)*m_b^2*m_t^2 + (-8)*m_b^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_t^2*s_34)*(m_t^2 + s_12 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_b^2*m_t^2 + (-8)*m_b^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_t^2*s_34)/(m_t^2 + s_12 + 1/2*reg_prop) + 32/9*i*g^2*(m_b^2*m_t^2 + 1/2*m_b^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_t^2*s_34)/(m_t^2 + s_12 + 1/2*reg_prop))/(m_t^2 + s_12 + 1/2*reg_prop)
e_alpha_7729(X)^(*)  A_\rho_30039(X)  to  e_beta_7635(X)  AntiPart A_\rho_30096(X),"Vertex V_1:e(X_3), A(X_4), AntiPart  OffShell e(V_1), Vertex V_0:e(X_1), A(X_2),  OffShell e(V_0),","-i*e^2*(p_3_%\sigma_31406*gamma_{%\sigma_31404,%gam_10571,%del_9262}*A_{l_11763,+%\sigma_31404}(p_2)*A_{j_11765,+%\sigma_31406}(p_4)^(*)*e_{i_11765,%gam_10571}(p_3)_u^(*)*e_{k_11763,%del_9262}(p_1)_u + 1/2*p_4_%\mu_30147*gamma_{+%\mu_30147,%gam_10591,%gam_10592}*gamma_{%\sigma_31404,%gam_10592,%del_9264}*gamma_{%\sigma_31406,%gam_10574,%gam_10591}*A_{l_11763,+%\sigma_31404}(p_2)*A_{j_11765,+%\sigma_31406}(p_4)^(*)*e_{i_11765,%gam_10574}(p_3)_u^(*)*e_{k_11763,%del_9264}(p_1)_u)/(s_12 + 1/2*reg_prop)",2*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + (-4)*i*e^2*(i*e^2*m_e^2*(m_e^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_e^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
